"RegionName","City","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01"
"Cooley Station North","Gilbert","AZ","Phoenix","Maricopa",1267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249925,249950,257900,244950,248950,250745,249990,249990,262560,258358.5,254495,254264,260040,255242.5,268410,264790,263890,262030,262450,264003.5,265000,259000,259000,254650,248585.5,274806,274806,272400
"Lake Nona Central","Orlando","FL","Orlando","Orange",1268,,,,,,,,,,,,,,,,,,,,,,,,,,,334990,339790,342390,324990,328090,328990,328990,303990,346495,351494.5,354990,358990,345000,349000,349945,349990,349900,349990,359000,354495,355000,372990,370000,374777,372990,370000,368595,364900,362490,353990,364900,354900,354990,355990,353495,358990,363995,358990,383490,383490,383490,393995,390439,384995,384490,395000,403490
"Westpark","Roseville","CA","Sacramento","Placer",1269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412200,419900,402875,399700,415000,415000,412500,410000,415000,407095,424950,429000,422450,429500,429725,430000,425000,428795,421950,429410,422450,431076,439900
"Sandbridge","Virginia Beach","VA","Virginia Beach","Virginia Beach City",1270,841121.5,829000,798500,729000,711950,695000,732000,735000,707500,659900,679000,679000,650000,629000,659900,664450,665000,650000,625000,625000,625000,599900,599450,599900,630000,637500,679450,679000,675000,679000,675000,669000,665000,659000,670000,659000,680000,684500,665000,665000,679000,677000,649499.5,679450,654499.5,659450,659450,675000,659000,672000,677000,679000,672000,669000,664450,659900,664450,664450,650000,644950,659450,675000,683750,675000,675000,675000,674900,661950,677000,659900,650000,659900,649500
"Sycamore Creek","Corona","CA","Riverside","Riverside",1271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435000,459000,460000,447000,439900,447240,438650,429450,433950,429950,434000,435000,439450,439900,444900,424900,425000,439900,438500,433325,438500,429000,431650,431650,432000,431825,430825
"Locust Point","Baltimore","MD","Baltimore","Baltimore City",1272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389900,364900,359900,349900,352450,362400,344900,342000,345000,349999,354949.5,347450,350000,391500,399000,399700,399500,399450,409950
"Lake Nona Estates","Orlando","FL","Orlando","Orange",1273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1795000,1795000,1795000,1595555,1595555,1390000,1555675,1555675,1440000,1440000,1450000,1402500,1430000,1402500,1375000,1495000,1497000,1525000,1537500,1550000,1412000,1425000,1412000,1462500,1412000,1349000,1285000,1254500,1254500,1179000,1150000,1195000
"Lakeville","Salisbury","CT","Torrington","Litchfield",1274,,,,,,,,,,,,,,,,,,649000,585000,585000,567000,595000,585000,549000,595000,607000,590000,675000,645000,625000,597000,595000,599000,680000,650000,624500,597000,572500,595000,545000,597000,585000,585000,525000,587000,609000,575000,597000,575000,567500,575000,560000,535000,472500,535000,535000,515000,535000,495000,575000,575000,575000,575000,575000,575000,580000,575000,575000,585000,615000,631500,648000,631500
"Harwood Lane","Charlotte","NC","Charlotte","Mecklenburg",1275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152500,149999,145900,135900,137450,137614,139000,148900,150200,150990,150000,150000,143195,147999.5,144900,150400,153900,169900,182400,174950,150400,155000,144900,150400,139900,139695,139490
"Belsera","Bakersfield","CA","Bakersfield","Kern",1276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299500,298300,304500,302525,307000,301700,301250,302125,302500,309250,305625,310375,313750,305000,305500,301000,307625,303000,304000,302500,302125,305000,280000
"Westhampton Dunes","Westhampton Beach","NY","New York","Suffolk",1277,2300000,2250000,2200000,2200000,2372000,2125000,2150000,2150000,2150000,2200000,2150000,2200000,2422000,2050000,2050000,2150000,2050000,2050000,2150000,2200000,2150000,2200000,2150000,2150000,2150000,2100000,2172500,2295000,2345000,2225000,2200000,2200000,2195000,2197500,2200000,2172500,2100000,2249000,2200000,2295000,2200000,2124500,2150000,2175000,2200000,1999900,2075000,2150000,2200000,2200000,2499000,2499000,2349499.5,2359999.5,2447000,2449500,2539000,2539000,2780000,2799999,2780000,2780000,2574500,2780000,2575000,2575000,2789500,2799000,2815000,2900000,2900000,2995000,2995000
"Trader's Point","Indianapolis","IN","Indianapolis","Marion",1278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327000,310000,315000,268640,270000,284750,280174,282450,265000,252500,231950,249500,235000,199900
"Camby","Indianapolis","IN","Indianapolis","Marion",1278,119900,120495,119500,112500,114500,114800,114650,110000,114900,112750,110000,109900,109899,106500,107445,106250,107813,109000,108990,106995,109900,110000,109999,112900,112990,112945,111400,109900,111450,113945,113900,114950,114900,115900,113250,113250,112500,114000,115900,116500,117500,124900,125000,124900,122900,121450,125000,127200,128200,127700,127500,128500,128950,129900,134900,130000,130000,129900,125000,124900,125000,127500,129900,129975,130000,129900,129900,134400,134500,134400,129900,129900,129900
"Lake Balboa","Los Angeles","CA","Los Angeles-Long Beach-Anaheim, CA","Los Angeles",1278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432250,442225,420000,444950,449888,450000,475000,465000,459499.5,443500,445000,439974.5,459000,462000,459000,459000,449000,499000,498000,509900,497450,489950,474888,507450,499888,499894,519000
"Castleton","Indianapolis","IN","Indianapolis","Marion",1278,117200,117500,124199.5,120000,119900,119900,119900,119900,116000,115000,116000,117500,117500,118750,117000,118750,119900,118750,117400,115450,118250,117900,115000,114900,114700,111000,115000,114900,109950,112500,112500,111250,118500,117900,113750,113750,112000,114900,114900,114900,114900,110000,114900,114990,119000,112900,120000,114950,109500,114500,123000,110750,118450,118899.5,117700,115000,114900,114450,112900,112450,124900,122000,129999,122000,129000,129000,124900,120000,119450,119000,114900,114550,125000
"Broad Ripple","Indianapolis","IN","Indianapolis","Marion",1278,183500,179900,179800,175000,179900,174950,175000,182350,189900,189900,189900,193500,189900,189900,177450,179950,179000,177000,184900,179900,179900,184500,189450,189900,199900,193900,197400,186450,187900,188250,187500,179900,175000,169900,173900,169700,169700,177450,179900,179900,187500,189900,189700,182250,185000,187000,194900,194900,189450,191450,195950,197450,199900,205000,197250,199000,203450,194000,188950,185000,184900,184900,189900,199900,210000,212450,207325,194950,189700,195000,193000,193000,185000
"Devonshire","Indianapolis","IN","Indianapolis","Marion",1278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202450,224900,247450,224900,242400,219900,219900,232400,239950,238950,229900,208900,214400,225950,245000,239900,229900,225000,199900,224900,219900,225000,239900,249900,249900,245000,234950,236250,232400,231500,240900,239000,239900,229000,247400
"Edgewood","Indianapolis","IN","Indianapolis","Marion",1278,125000,124450,116500,113900,118700,115000,114900,110000,109900,109900,115000,109900,115000,109950,110000,116250,113750,114950,114950,106450,109950,117900,109900,119700,116995,118245,115000,112500,104900,102399.5,99900,1e+05,99950,1e+05,99900,99900,1e+05,1e+05,99900,111450,114900,118450,114950,115000,119900,112900,110000,109900,109900,109900,104900,109900,118875,114900,109925,99925,103700,104900,99925,108500,110000,110000,110000,118900,119900,119700,119900,120000,117500,114900,120000,120000,110000
"Five Points","Indianapolis","IN","Indianapolis","Marion",1278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110000,110000,110000,112000,112000,118250,112450,114900,114900,116450,119900,126950,118950,118000,113400,115000,114900
"Glenn's Valley","Indianapolis","IN","Indianapolis","Marion",1278,139900,141244,139900,134900,129950,128300,125600,130000,129900,125000,124700,124950,125000,125000,125000,132250,129395,123700,130000,132250,127500,134900,129900,129900,129949.5,137394,139900,134250,132900,119900,120000,119900,119900,120000,122500,123700,122700,126400,124900,126450,127900,139900,137250,137000,141250,147900,134900,132900,132900,134900,137900,135000,144450,140000,138900,148250,149200,148000,138000,152000,149550,149500,149100,143450,139450,139900,148900,149900,139900,144000,148900,150000,152450
"Linden Wood","Indianapolis","IN","Indianapolis","Marion",1278,129900,129900,125000,124999.5,124999,124900,120000,120000,119900,119900,119900,119900,120000,115000,119450,120000,124900,120000,119900,114900,110000,112700,109900,104900,104900,109900,120400,126200,124950,129000,125000,129900,125000,123700,138750,138125,129900,129500,109900,119900,129500,137700,137900,144875,133900,129900,136250,133400,134900,130000,119950,139999,146900,145000,143900,144900,144900,143550,139900,139000,134900,134900,139945,134950,145000,139900,135900,134900,135000,135000,135500,137700,132400
"University Heights","Indianapolis","IN","Indianapolis","Marion",1278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68500,68500,64950,69900,74900,79400,76950,87000,85500,79450,67400,65400,65450,65900,67900,78900,78950,84900,79900,74900,74900,74900,74900,70000,69000,69945,70000,70000,73450,70000,64900,70450,68900,67900,69950,66500,62900
"Valley Mills","Indianapolis","IN","Indianapolis","Marion",1278,105600,105000,104900,101450,97950,98000,97000,98900,99500,98940,97500,95000,94999,94949.5,97900,94950,99500,99900,99000,94200,89900,89900,89900,89900,94777,94900,95000,94950,94900,97500,99487.5,99437.5,95000,89950,92450,90000,89999.5,90500,94950,104999,105000,108105,109250,109000,109500,109900,109900,109900,109500,109247.5,109975,116450,119900,120000,119900,117900,113700,110000,112450,109247.5,105499.5,105500,109447.5,115000,116900,115000,119825,119900,115000,114900,114900,111950,107000
"Jones Creek","Baton Rouge","LA","Baton Rouge","East Baton Rouge",1278,199950,193950,192700,197450,199950,199900,189900,184400,178500,179900,178500,182500,179250,178500,177000,179000,174200,164900,156500,159900,177450,179000,174200,170000,170000,169950,175000,169900,170000,174500,169900,169900,161950,166900,179400,175000,169000,164900,171700,174950,182400,179000,175000,178900,178900,174499.5,169900,169900,171250,165000,174200,182400,184900,179900,179900,179900,179900,179900,179900,179950,182400,185000,202449.5,210000,191200,195000,197950,206900,199000,198500,2e+05,208500,204000
"Kleinpeter","Baton Rouge","LA","Baton Rouge","East Baton Rouge",1278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439000,374450,385000,384950,394450,427400,429000,384000,419995,419995,376200,379900,395700
"Shenandoah","Baton Rouge","LA","Baton Rouge","East Baton Rouge",1278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213500,210950,204900,207000,2e+05,213450,230000,232000,224500,227450,229950,204500,214900,230000,239450,225000,218000,219950,216000,220000,229900,229950,233500,231250,236250,239900,249900,250950,268400,251450,239900,219950,229900,235400
"Sherwood Forest","Baton Rouge","LA","Baton Rouge","East Baton Rouge",1278,183500,184500,183500,174950,175000,180000,182250,183500,179900,172400,167700,161200,151850,149800,154500,155970,160000,163000,162500,159900,164450,160000,157900,150000,149995,155950,150000,148800,154900,159000,159000,158500,152000,155000,159900,155000,159500,159500,169000,169000,173875,170000,165000,165000,165000,165000,167450,164950,162000,162200,169000,164900,169900,179900,169900,172900,179900,179900,179900,179200,178500,174500,178500,179900,169900,167650,167500,169700,169500,172500,171000,174950,174950
"Eagle Creek","Indianapolis","IN","Indianapolis","Marion",1278,126500,129900,128500,125000,120000,119900,119900,119900,124900,132500,127000,127000,136450,129000,129900,126900,126950,129450,125000,119900,118250,120000,119900,119900,120000,119900,120000,119900,124900,117000,117000,114900,110000,114000,113000,119900,117000,116000,119900,126750,127500,128950,127500,126250,129900,131000,129999.5,129900,129900,129900,129900,127450,124900,124900,129000,125000,125000,124900,127500,124159.5,124659.5,119900,124409.5,124000,124000,124500,128825,129900,124000,129900,137950,131200,131950
"Eastside","Indianapolis","IN","Indianapolis","Marion",1278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59450,59900,57900,57000,54900,53933,50000,50000,49200,49900,50000,52500,59500,68450,68000,68900,62449.5,59500,58749.5,56949.5,59900,59950,66950,63950,64950,65000,56500,54900,52450,54900,53329.5,55100,53379.5
"Carroll Park","Philadelphia","PA","Philadelphia","Philadelphia",1278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69450,69000,67450,64900,60000,60000,65000,53497.5,59500,62400,63200,64900,62450,64900,64900,59900,55000,54900,49474.5,50000,49975,58900,59000,56000,52500,59000,57000
"Crooked Creek","Indianapolis","IN","Indianapolis","Marion",1278,,,,,,,,,,,,,,,,,,,,,,,89900,80000,79943,88450,90000,89900,89900,89900,89900,89900,89900,90450,97450,104999,99800,99800,113450,118500,110000,105000,102450,1e+05,112900,109950,109950,109900,94950,96900,109950,117900,121500,124900,124900,124900,119900,109950,114999,109950,101500,99700,99900,107200,116500,115400,116650,105997.5,99950,103860,99900,98075,90000
"Feltonville","Philadelphia","PA","Philadelphia","Philadelphia",1278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69900,62000,59900,59950,62000,64999.5,64950,66450,67700,66250,64900,64950,62000,63249.5,64450,65000,67000,67950,64950,59999.5,59999,59900,59000,59000,59000,59900,57000
"Haddington","Philadelphia","PA","Philadelphia","Philadelphia",1278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49700,48900,44950,45000,45000,49900,49900,48200,47500,49900,49900,45000,47250,46750,48500,48950,49900,48000,49900,49949.5,47500,45000,45000,49900,49000
"Morrell Park","Philadelphia","PA","Philadelphia","Philadelphia",1278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184950,180000,174950,179999,181950,179900,182500,184500,189900,185000,187450,180000,179999.5,179999,179900,175000,175000,179900,179900,186500,179900,179000,174900,174000,174900,164900,169995,174900,173900,179900,179900,179900,181400,179900,180000,174950,171500,170450,169900
"Nicholson","Baton Rouge","LA","Baton Rouge","East Baton Rouge",1278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529000,504450,569450,540500,519900,599450,559900,499000,522450,5e+05,530000,537000,475000,519900,549000,531950,519450,519450,479000,499000,489000,499900,489500,490000,524900,562000,599500,599000,535000,530000,549900
"Wissahickon","Philadelphia","PA","Philadelphia","Philadelphia",1278,225000,232900,225000,229700,227000,229450,224950,224950,228250,224900,224950,224900,224000,218500,221250,218500,223000,224950,224450,219900,214900,209900,214950,209900,209900,214900,219450,224900,217000,209950,204950,203000,199900,199950,218950,209945,203900,203000,219900,218950,218450,219900,219900,219900,219000,219000,218250,214900,216000,216400,219950,218900,232450,235000,225000,219000,219900,223900,229900,224900,226950,229400,222400,235000,235000,230000,229000,229700,229949.5,224950,219900,219900,219900
"Society Hill","Philadelphia","PA","Philadelphia","Philadelphia",1278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,659450,619450,629900,697995,654500,629000,595000,619900,595000,525000,535000,570000,559500,565000,565000,559900,554950
"South Franklin","Indianapolis","IN","Indianapolis","Marion",1278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185000,175000,175950,181400,176250,175000,164900,164900,159900,162500,174900,174900,169900,174000,189900,182500,174950,177499.5,173000,174900,172450,180000,184500,192400,217500,224900,243990
"Modena","Philadelphia","PA","Philadelphia","Philadelphia",1278,168700,165000,166450,178950,179900,179999,199000,199000,189900,189900,189900,189900,194900,189999,189900,187500,179900,175000,178900,179400,169900,169900,174900,177900,171900,169900,150000,164950,169900,169900,170900,161400,164900,162400,184900,179900,179900,174900,174900,174900,175000,173399.5,174900,180000,177450,179950,174900,169900,174900,174900,180000,179950,185450,189900,190000,191250,179990,186999,179900,185495,180500,186900,180000,179990,181000,179900,177450,175750,178000,186400,185900,188450,189900
"Bella Vista","Philadelphia","PA","Philadelphia","Philadelphia",1278,384000,383500,382450,369000,369000,349900,339900,339450,374900,360000,335000,335000,324900,335000,339000,349950,354950,344900,325400,349900,326450,326450,326450,334450,333000,359000,327700,325000,325000,325000,328999.5,329999,333950,339450,374000,399900,374500,380000,399499.5,371950,359000,375000,334450,359450,349900,389999,389900,434900,469900,469900,437500,405000,384450,389000,374950,374900,367000,349450,349000,365000,375000,375000,359000,407500,419900,484500,513500,513500,472500,399000,439500,439500,457500
"Whitman","Philadelphia","PA","Philadelphia","Philadelphia",1278,114900,117350,132447.5,129900,134900,130000,132450,136450,139900,139900,139000,139900,142400,149900,144900,135000,139900,129900,130000,139900,129900,129900,122500,125000,139000,135000,134950,129900,129900,138999,129950,119950,129900,129900,148950,144900,145750,145000,145000,145000,148200,149900,149900,147700,139900,139900,139900,139900,139900,139900,139900,144900,159000,159900,165000,168450,168450,157200,164900,159900,152400,159900,159900,159900,159900,157000,153900,159900,159450,161450,164900,164900,164950
"Stanton","Philadelphia","PA","Philadelphia","Philadelphia",1278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49200,49950,52000,57450,50000,50000,55000,52500,50000,44900,50000,45000,49900,45000,45000
"Garden City","Indianapolis","IN","Indianapolis","Marion",1278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79900,79900,77500,70000,65000,65000,65000,60000,65000,63950,71700,81949.5,74999.5,69900,75000,74900,69900,64900,64900,64900,59950,59950
"Hawthorne","Philadelphia","PA","Philadelphia","Philadelphia",1278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449900,439900,424950,417400,377450,379900,399000,399949.5,374900,417500,449999,515000,525000,524900,517400,498900,489800,498900,446900,503200,541450,509450,434950,506900,506900,473900,462000,472400,444500,429000,429900,456950,474950,474900,459750
"Irvington","Indianapolis","IN","Indianapolis","Marion",1278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115000,115000,103750,114000,98900,99494,90000,92000,94500,98700,99900,99900,99450,94950,90000,95000,95000,94950,83900
"Jefferson","Baton Rouge","LA","Baton Rouge","East Baton Rouge",1278,189933,186900,187500,189000,189900,189916.5,183250,182500,189000,189900,186900,191900,189900,184900,178700,179900,174900,174900,169900,167500,179900,185000,182000,180000,179999,182000,186900,178800,189800,178800,183850,182500,185200,179900,178000,178000,169900,170000,173950,179500,187950,194900,191900,203900,211900,205350,205350,207900,180000,182450,179950,182000,175000,176000,178450,179900,174900,172400,174900,179900,191500,189400,202800,192000,189900,192000,185000,185000,194000,199950,198000,204950,207900
"Downtown","Indianapolis","IN","Indianapolis","Marion",1278,257400,264900,259900,250000,239950,239950,256500,242400,250000,250000,250000,237450,250660,251320,247400,237000,239000,247400,244450,234900,236000,249900,269450,269450,262400,260000,260000,269000,249900,242450,237000,239900,239000,259900,265900,275000,273900,259000,254900,249900,239900,239900,264000,265000,265000,269900,269700,282450,277450,269900,236950,271000,282400,289450,275000,275000,284900,299900,3e+05,3e+05,295000,277050,275300,284950,290000,292500,297450,292500,290000,294900,301200,306150,334950
